Protein,A/N 1,A/N 2,A/N 3,A/N 4,A/N 5,A/N 6,A/N 7,A/N 8,A/N 9,A/N 10,A/N 11,A/N 12,A/N 13,A/N 14,A/N 15,A/N 16,A/N 17,A/N 18,A/N 19,A/N 20,A/N 21,A/N 22,A/N 23,A/N 24,A/N 25,A/N 26,A/N 27,A/N 28,A/N 29,A/N 30,,,,,,0,0
Q9NQC3,-0.032856717,-0.355369024,-0.059564178,-0.090657056,0.669401432,-0.032856451,0.176599205,-0.11109631,0.047260917,0.045458342,-0.061901024,-0.120702614,-0.091984754,-0.149866614,-0.108241348,0.472439543,0.338593,-0.374293051,0.518390005,0.194104707,-0.308601868,0.09529491,0.66032887,-0.73477067,0.699078391,-0.337882667,-0.00245163,0.254828514,-0.040119713,-0.051956381,,,,,,,
Q9NQG5,0.350403135,0.049595125,-0.384538352,0.181448603,-1.052652743,-0.074605867,0.036422911,-0.026567085,0.238445895,-0.613998202,-0.506398174,0.018746213,0.195051614,-0.548512087,-1.307675023,0.1705101,0.493149515,-0.327011052,-0.206584047,-0.05598418,-0.284722396,0.127383874,-0.572590677,0.270724676,-0.222420505,0.545201001,0.171900991,-0.385224932,-0.031093193,-0.225128758,,,,,,,
Q9NQR4,0.299463338,0.694815195,0.230880703,0.139781366,0.421922279,0.112301821,-0.016386108,0.13586371,0.084939401,0.165417723,0.245811478,0.196595991,0.271437314,0.12864641,0.195345756,0.665519772,1.220407375,0.659455587,-0.026625381,0.839145211,0.261274695,0.553759204,0.774695906,0.327671654,-0.13316095,0.31223037,0.215090506,0.168414977,-0.394086352,0.842567173,,,,,,,
Q9NR28,0.041463977,0.756274055,0.725037683,0.482719059,1.928223241,0.289836534,0.12341517,-0.2101517,-0.084731612,0.367210646,0.147687076,0.312526355,0.110398724,0.066958624,-0.036441917,0.371037355,0.293950584,0.283085924,-0.522006918,0.457118731,0.835855224,0.758835284,0.385024387,-0.428972454,-0.017860141,0.538306197,-0.035591671,0.799629372,1.992450931,1.031480313,,,,,,,
Q9NR31,0.20205653,0.287835131,-0.236357222,0.052669181,1.288173814,0.29927702,-0.014239689,-0.053378216,0.078011429,0.009020838,-0.14713305,-0.13730273,-0.213301124,0.005651386,0.019791471,0.741699156,0.303752498,0.273784128,0.226319776,0.010087803,0.101795313,0.034857131,0.310520639,0.604397277,1.117611546,-0.388885707,0.229864872,0.342202547,0.300650379,0.493705064,,,,,,,
Q9NR45,0.303314187,0.194396879,0.020203659,-0.194573357,-0.268893362,0.265002834,0.292319347,-0.095886203,0.096828884,-0.111333603,-0.072540295,-0.008855454,-0.304232299,0.018508809,0.002513345,-0.231982333,-0.297066151,-0.587950723,0.148420931,0.503082202,0.323626117,0.286003971,-0.200920574,-0.888174885,0.333119097,-0.009215494,-0.371676882,-0.294422709,-1.074918391,-0.899412874,,,,,,,
Q9NRW7,0.214876389,0.294148464,-0.333658705,0.263085552,-0.591867041,-0.566048868,-0.267821458,-0.000175549,-0.022199658,-0.388457066,0.137491884,-0.192134083,-0.087845369,-0.044380163,0.078671536,0.443323449,0.366412256,0.221008274,0.018546674,0.394482219,0.119347051,0.776769658,-0.301302154,0.074548845,1.23210783,-0.297497479,0.129436383,0.997934311,0.192305243,0.528108656,,,,,,,
Q9NRX4,0.612201882,1.522404354,0.822396427,0.142336977,1.75215683,0.25314236,-0.075697474,0.254240124,0.036075489,0.16234699,0.065543163,0.327283697,-0.209431972,0.271000735,0.04255191,0.266215285,0.141084085,-0.493409035,-0.186873736,-0.488111588,0.002465788,-0.357450868,-0.482198524,-0.559922877,-0.04550057,-0.025848604,-0.136572988,0.102924023,-0.314515063,-0.352192914,,,,,,,
Q9NSC7,-0.125134911,-0.335968394,0.837775349,0.344364151,0.162267164,0.464195587,0.004145558,0.049078491,0.429478277,0.075230308,0.934558606,1.124973085,-0.382467127,-0.157476162,0.070625034,0.028919193,0.367696193,-0.165091655,0.849610331,0.28702152,0.125436504,1.098936021,0.925439385,-0.648703198,0.175046685,0.271702592,-0.68750727,0.041214925,-0.563562139,-1.036889,,,,,,,
Q9NSD9,0.172562623,0.618169337,0.15048948,0.225699306,-0.4572363,-0.001040606,0.178309102,0.068139331,0.116945804,0.372322143,-0.080388057,0.183382798,0.204950048,0.151617276,0.0463277,0.331915537,-0.120474913,0.473516353,0.283599967,0.856269669,0.225464533,-0.142149492,0.32473828,-0.057591356,0.323030318,0.350294577,0.434909858,0.430295902,0.250773338,-0.00243399,,,,,,,
Q9NT62,-0.474535588,-0.310321889,-0.474409579,-0.36748985,0.662935574,-0.037010104,-0.226759896,0.115324714,-0.152402629,0.275896596,-0.337930057,-0.350977577,-0.229904287,0.091314689,0.067592406,0.58629073,0.764383961,0.34546339,0.324326987,0.29529285,-0.108251904,0.214101426,0.544964429,0.067900364,0.711288805,-0.378881713,0.024779163,0.371909281,-0.203878066,-0.193003207,,,,,,,
Q9NTJ4,-0.087621474,0.152002249,0.144892546,-0.501334333,0.487777041,0.032487881,-0.035595459,0.705768595,-0.06857521,0.271205041,0.014592349,0.299356563,0.001881474,0.038314667,-0.269644572,-0.251450282,-0.076522583,0.264008476,2.826055835,-2.862308163,3.788905552,-0.320372949,-0.568305763,7.503397215,0.325992111,-1.610739176,-0.073572053,1.404315646,-1.259049436,-1.072583813,,,,,,,
Q9NTK5,0.387624328,0.523843155,-0.22569211,0.266164559,0.338319246,0.141667177,0.301914277,0.083205205,0.207934414,0.031480735,0.055720485,0.440532312,0.254810089,0.118385662,0.138185545,0.28857644,0.277640208,-0.196735343,0.007332481,0.517540299,0.056890205,-0.286142009,0.139526594,0.130005737,0.34369085,-0.365866361,0.250607478,0.619798163,0.746064454,0.161404691,,,,,,,
Q9NUQ9,0.243167993,0.354816962,-0.424336186,-0.140544512,-0.913010601,-0.248056375,-0.11920223,-0.045638129,0.161214167,0.013460987,-0.047099762,-0.103625963,-0.135077675,-0.146217744,0.058674046,0.216032308,0.23648831,-0.063759682,0.165378225,-0.289255291,0.022732765,0.05218279,0.343517839,0.226698088,0.385405488,0.179143742,0.062630133,0.199114348,0.568571638,0.137730664,,,,,,,
Q9NV70,0.529906553,0.63992968,0.075777466,0.367598271,1.605077932,-0.087401073,0.093913018,0.089419192,-0.019078663,1.079795782,0.738963536,-0.354592475,0.425336466,-0.356861617,0.014222101,0.16405866,0.92976156,-0.246490296,-0.251404017,0.377291016,0.136491572,0.01363117,0.290080257,-0.348274987,-0.105659502,0.81171983,-0.261036412,0.121212195,-0.165163003,-0.035369641,,,,,,,
Q9NVP1,0.790590784,0.306208476,0.309383928,0.527178928,0.947139747,0.448846772,0.300594782,0.30830241,0.273645601,0.178289834,0.67047278,0.317163383,-0.036241154,0.095203269,0.085002233,1.559013702,1.438647611,0.499159407,7.673044282,7.698817564,-0.581478688,0.707727185,0.460404769,1.356500023,1.156622312,0.7143585,0.868486423,-3.47765944,-2.104360966,4.41875374,,,,,,,
Q9NYL9,-0.032362604,-0.015534557,-0.449057501,-0.291632052,0.420432116,-0.462547387,-0.098226856,-0.02391571,0.066155576,-0.13858191,-0.170521925,0.097177137,-0.433075314,-0.132026687,0.02021599,0.053616753,-0.043255402,-0.248602934,-0.408404695,0.402637696,-0.453394831,-0.281426047,0.034127294,-0.264369433,-0.112368697,0.284892263,-0.243561866,0.014449708,-0.310598464,-0.478180788,,,,,,,
Q9NYU2,0.125972553,-0.089894652,-0.113895516,0.131346414,-0.066462518,0.02604235,0.014110094,0.030663009,-0.047339003,0.139623238,-0.189626368,0.011956014,-0.152308416,0.052062338,0.039738438,0.244082015,0.280805192,0.00154135,-0.324355074,0.276819715,-0.089024864,-0.310633882,0.231232586,-0.355257616,0.325322097,0.152958262,-0.021244495,-0.021346473,0.097479459,-0.40038692,,,,,,,
Q9NZ01,0.410025537,0.194166034,0.583942717,0.263803257,0.521906022,0.075426893,0.092588729,0.060798071,0.051514316,-0.473958764,0.286063639,0.16880091,-0.376284169,-0.114144302,0.055975858,0.722201859,0.756789342,-0.16649809,-5.00276646,0.124448376,0.479845636,-6.737879666,2.676502261,0.911987997,-1.2126355,0.396684703,-0.201113105,-0.626384918,-0.037343328,0.109288529,,,,,,,
Q9NZ08,0.223168872,0.174966674,-0.150143852,-0.32702432,1.607096088,0.220611361,-0.240994598,-0.155012546,-0.038824664,0.039686539,-0.009998735,-0.091990913,-0.405857899,-0.120425401,-0.15914447,0.223463029,0.175720682,0.360610891,0.300020495,-0.066883472,-0.472284593,0.210124288,0.006074728,-0.190010998,0.565253975,0.058412778,0.325295285,0.287221966,0.349281782,0.125076195,,,,,,,
Q9NZB2,0.139889142,0.250474245,-0.212668617,-0.028177569,0.212761328,-0.114661881,0.090129371,0.034919056,0.038067804,0.067232897,-0.00575548,0.043901471,-0.119758059,0.138364808,-0.045742306,0.23784362,-0.358725628,0.191651232,0.267223989,0.027412234,0.247318219,-0.550894448,0.07506012,-0.839636828,0.01030996,0.110332689,-0.352057634,0.416430183,0.055471863,-0.306249978,,,,,,,
Q9NZL9,0.172161544,0.042122027,-0.594137207,-0.371838846,-0.64296845,-0.045141888,0.082261629,0.002370103,-0.050680624,0.016318312,-0.242346784,-0.167385218,0.092946678,0.139625598,-0.235758869,0.235010295,0.597511999,-0.014674556,0.26991634,0.034422866,0.129899486,-0.062522449,-0.352337862,-0.001957442,0.075024265,0.241602699,0.116653905,0.216051181,0.139580531,0.577889868,,,,,,,
Q9P016,0.211924595,0.263366394,0.289180664,-0.217686299,-0.388442597,0.324057653,0.230584529,0.021149003,0.078217174,0.092946297,0.122481066,0.316059977,-0.267339688,0.331282353,-0.011064295,0.61897033,0.542630452,0.657863272,-0.286472615,-0.251433883,0.269470728,-0.958683094,0.587069286,0.391441917,-0.445899119,0.378908768,0.199853763,-0.814077117,-0.290427533,-0.054275399,,,,,,,
Q9P0J0,-0.465210572,-1.922137771,0.282918877,-0.084237164,-1.656817408,-0.255874874,-0.395308948,-0.016631532,-0.019086786,0.024505918,0.363682514,-0.056539403,-0.090811158,0.111254479,-0.225644337,-0.102908124,0.366219312,-0.239400007,-0.275838525,-0.80658128,-0.411123735,1.2727359,-6.176861524,-1.368412806,-0.579455668,0.583271178,-0.408724225,0.115796427,-0.117390973,-1.554611296,,,,,,,
Q9P258,0.41691396,0.35247653,0.456370605,0.352137474,0.673450268,-0.200787653,0.220251455,0.022256242,0.132613159,0.098616955,-0.077240956,0.269724662,0.2571792,0.192887219,0.035405796,0.047517178,0.137141322,0.396480746,-0.156739731,0.282824785,-0.308695987,0.232388189,-0.148873612,-0.549940348,1.35913407,1.080869167,-0.25607613,-0.391795488,1.160425694,-0.208099618,,,,,,,
Q9P2E9,0.566893935,-0.786297077,-0.765832707,-0.060776399,-0.241598154,0.079398294,0.068659862,-0.182874052,-0.15447023,-0.116145927,-0.10989297,-0.105043675,-0.413730049,0.026046896,-0.05044385,0.162802324,-0.215411765,-0.385063614,-0.180061116,-0.08086309,-0.498290472,-0.425442035,-0.22742338,-0.462332276,-0.016398217,0.222948673,0.323214867,-0.215257462,0.058419747,-0.431775791,,,,,,,
Q9P2M7,0.043980685,0.008935376,-0.547153092,-0.447328592,-0.324055061,-0.455007064,-0.029175359,-0.196326488,-0.056893634,-0.237756986,0.107464562,-0.173859496,-0.006022558,0.170295207,0.048159477,0.200912179,0.185860233,-0.554519962,-0.774879776,0.068125919,-0.072544512,-0.433354809,0.103488924,-0.202967356,-0.618100069,-0.286872103,-0.474143867,-0.113071018,-0.749831847,-0.365693407,,,,,,,
Q9P2R3,-0.03986735,0.074523344,0.035326405,-0.122786691,-0.393639966,-0.168710103,0.005536096,-0.111567142,-0.023212128,0.03369399,-0.004281508,0.2417157,-0.182704554,-0.096979139,-0.329966348,-0.324864608,-0.374852509,-1.083800782,-0.463849447,-0.105540496,-0.208040812,-1.001051466,-0.25577726,-0.799106408,0.370004234,-0.097418106,-0.386267626,0.246671709,0.221565265,-0.662388332,,,,,,,
Q9UBQ7,0.379818044,0.182068984,0.339934817,0.067332912,-0.096820365,-0.025253568,0.031211545,0.037827742,-0.153271591,-0.253505953,0.08651246,0.006610466,0.434345966,-0.005294447,0.024234623,0.104543436,0.485840729,0.291710593,0.230505331,-0.317955443,0.034851487,-0.015093627,0.332095595,-0.515878343,0.005073884,0.507341474,-0.131161743,0.269237058,-0.309419934,-0.024169147,,,,,,,
Q9UBR2,-1.100262987,-2.26471494,-1.668123025,-1.439923688,-2.596233624,-0.864314215,0.08682373,-0.268344766,-0.519101195,-0.344495244,-0.944830261,-0.949915325,-0.421594215,-0.713817533,0.054205901,-1.658886259,-0.888704435,-1.392143247,-0.821851998,-0.761890954,-2.100940817,-1.05790892,-1.236988277,-0.959900027,-1.216429122,-0.580070139,-1.105924314,-0.136692563,-0.824208456,-1.406691955,,,,,,,
Q9UBT2,0.335149281,0.901718725,0.056947252,0.310906837,0.75530342,0.529121064,-0.127348385,0.283639522,0.162160154,0.193688121,0.146516685,0.185065104,0.084310931,0.124418615,0.172115378,0.748178056,0.534315481,-0.846406149,-0.097366213,0.70610641,0.029809061,-0.267594947,-0.339491763,-0.412345887,0.192975309,0.278822449,0.431974478,0.32812222,0.287409838,-0.115586487,,,,,,,
Q9UEY8,-0.039103082,0.705919822,0.589293194,-0.488987499,-0.137954682,-0.185720727,-0.001905567,-0.04169964,-0.12773406,0.090605743,-0.183492058,0.160876422,0.000248282,0.02319378,-0.095563773,-0.54499633,0.229641036,0.268035631,0.12596563,0.118627711,0.338093397,-0.016738595,0.666752914,0.058974429,0.283141121,0.32309897,-0.01531063,0.446994505,-0.0426649,0.0182548,,,,,,,
Q9UGI8,0.307574473,-0.045403858,-0.619768771,0.065525524,-0.563551385,-0.033817472,0.232145626,0.069598049,-0.033508957,-0.0470633,0.048446439,0.012587035,-0.130810255,0.026889122,-0.063133249,0.572124678,0.465272258,-0.350346978,0.212815919,0.209548966,0.103566835,0.105230934,-0.139333513,-0.247461324,0.557524726,-0.970236341,-0.248613892,0.298403578,-0.10674208,-0.229018997,,,,,,,
Q9UHB6,-0.031205408,0.101838835,-0.24202562,-0.424864732,-0.377270396,-0.103493851,0.154902198,-0.082868072,0.040572095,-0.022067228,0.035560369,0.366518176,0.066846143,-0.102280601,-0.064416166,1.149818752,0.105793837,-0.00287363,-0.227079412,0.832577197,0.148464994,-0.275716919,0.653267409,-0.300186282,-0.112233063,0.242548518,-0.331368046,0.457215704,-0.441948669,-0.069660454,,,,,,,
Q9UHD8,-0.108445872,-0.164482994,-0.410949598,0.277284942,-0.02582732,0.056777053,0.05551377,-0.065942614,0.06223166,0.053653304,0.119205439,-0.075003228,-0.149332123,0.080380951,0.10479803,-0.050433055,0.390533714,-0.190971687,0.523772065,-0.174484933,0.124739421,0.01152982,0.016084581,-0.069267313,0.328797698,0.467000204,-0.071791993,0.1637536,0.279785119,-0.294849618,,,,,,,
Q9UHG3,-0.892714575,-1.75529967,-0.06733073,0.040202018,1.106439114,0.029472378,-0.098970122,0.106169349,0.195999949,-0.21803654,0.114765191,-0.20640077,0.070351904,-0.668046864,0.15757449,-1.91106206,-4.680324912,5.160776863,0.29992922,-0.638660917,-0.691208751,0.484522332,0.395718729,-0.587591221,1.518236999,-0.421141495,-0.263188444,0,1.859249764,-0.77847212,,,,,,,
Q9UHL4,-0.143924135,-0.391947767,-0.688710733,-0.133806852,-1.282115263,-0.027935288,0.080416061,-0.165791494,-0.149581459,-0.005274292,-0.441006895,-0.644381423,-0.122170737,-0.131695114,-0.069072488,-0.840913196,0.4636213,-0.763807995,0.125901845,0.014488046,-0.331224774,-0.589196589,-0.547569086,-0.981280643,-0.123145198,-1.011342874,0.004983206,-0.384283469,-0.099001526,-0.557970663,,,,,,,
Q9UHV9,0.404396352,0.448477598,-0.067043442,0.354741279,0.231044921,-0.241491214,0.229142189,-0.068288961,-0.025654655,-0.038667488,-0.116851087,0.107796108,1.217880383,0.5229366,-0.007731127,0.490038156,0.761950699,0.388091228,0.498872976,0.674758564,0.123090218,0.060311571,0.424117227,0.212046367,0.265357313,0.606884674,0.082737431,-0.068739965,0.936442757,-0.285504964,,,,,,,
Q9UHX1,0.11204175,-0.19619845,-0.150199342,-0.041179164,-0.439899509,-0.230572231,0.022380059,-0.085202358,0.105228132,-0.012959693,0.241764205,-0.108238338,0.301425045,0.206976516,0.018277753,0.215797195,0.736309912,-0.173879631,0.382112486,-0.017784074,0.432434087,0.117018462,0.122752853,0.292632051,0.135579194,0.166061697,-0.164039158,0.260455265,0.521237235,-0.156275732,,,,,,,
Q9UII2,0.172131844,-0.557795906,0.722302094,0.116176718,0.515845025,0.305781935,0.129882732,-0.04939697,-0.156527982,-0.197842299,0.179179318,0.323262833,0.033528892,-0.20658456,-0.176619664,-0.276703534,-0.23996122,0.002487341,0.211677175,0.524122268,-1.107825116,0.466976558,-0.312379281,-0.047771752,-0.473416677,-0.456485547,-0.496087598,0.068154241,-0.813326048,0.657376903,,,,,,,
Q9UIJ7,0.565811451,0.638779652,0.269380274,0.037616969,0.117615749,-0.104899685,0.138221605,0.139891487,-0.031071006,-0.128592913,-0.025236315,-0.016660592,0.24682969,0.072296313,-0.227338277,0.27643411,-0.069585935,-0.308210838,-0.313217047,0.041332353,-0.175690513,0.746778695,0.015279126,-0.664499664,-0.354142783,0.492536466,-0.187282623,-0.366885853,-0.630379321,-0.143981373,,,,,,,
Q9UJ70,0.172667844,-0.521935575,-0.20499198,-0.472831792,-0.36784125,0.004587524,0.036051771,-0.111175526,-0.00798835,-0.007368926,-0.212987187,-0.083569036,-0.038226806,0.120762072,0.029798645,-0.345959083,0.058185543,-0.456095573,0.118207344,-0.482981284,-0.316823581,-0.076698997,0.230356096,-0.257480186,0.018076036,0.38148734,0.144414524,-0.039919207,-0.524227236,-0.246220043,,,,,,,
Q9UJC5,-0.340549892,0.636065044,0.22501094,-0.324247167,-0.219106089,-0.133173196,0.008045535,-0.290443792,0.15918576,-0.249909261,-0.155328918,0.290525891,0.151249988,0.091004258,-0.174231509,0.165612119,0.466875481,0.252431192,0.442477983,1.114047437,0.556964991,0.352786199,0.642841581,-0.134704172,0.195620555,0.179062815,0.301006432,0.28032416,0.396718211,0.0653474,,,,,,,
Q9UJU6,0.19699812,0.118097763,-0.536863116,-0.314938343,-0.375702334,-0.077438745,0.118575636,0.078106574,0.019521993,0.128986164,0.120031058,0.084442606,-0.240103163,0.255584702,0.025870529,-0.487002465,-0.033125031,-0.394255566,0.139749555,0.289922826,-0.21960044,-0.396196899,-0.002074878,-0.134089049,0.182962612,0.187981291,0.036309815,0.063354673,0.244337678,-0.488194339,,,,,,,
Q9UKG1,0.33500865,-0.494865674,-0.202859747,-0.096365788,-0.65461025,0.076477844,0.131520249,0.024532408,-0.31750331,0.021501058,0.145752896,-0.13281538,0.018168766,0.144684421,0.149098196,-1.065112533,-4.089361211,0.089789187,-0.243498647,-0.803223606,-0.134940075,2.385006138,-3.214054751,-2.2072149,-0.261337436,1.084918746,-0.650139207,-1.937063405,0.390364614,-0.829732273,,,,,,,
Q9UKY7,0.230420182,0.886617248,-0.808118437,-0.255256683,-0.54465626,0.127638791,0.025171364,0.086351031,0.04481967,0.088912309,-0.446792903,-0.090186233,-0.195447354,0.236344924,-0.08618063,0.974124445,1.380288807,0.10493602,0.25126483,0.54833753,0.302500459,5.36538592,0.95238218,0.8799715,1.086801858,1.564664807,0.214777199,0.291462847,0.212395607,0.122245547,,,,,,,
Q9UL25,-0.72988793,0.105911861,-0.009381307,0.109154611,-0.245898667,-0.102169614,0.084772855,0.143811344,0.06336306,0.087966939,0.065928183,0.613124683,-0.361925819,-0.33402338,-0.276642289,-0.199320765,0.358898145,-1.102518138,0.334330107,1.332208052,0.20871948,0.154776471,0.975386589,0.364975494,-0.969058495,-0.335697237,-0.490352568,-0.45058559,-0.435992552,0.376534061,,,,,,,
Q9ULC4,0.6479332,0.429031923,0.1035044,0.248175265,0.247590745,0.208957088,0.116689736,0.050206674,0.17201335,0.033477246,-0.04537357,0.286661037,0.30081016,-0.018892059,0.036788684,0.535917829,0.725023987,-0.0420497,-0.076792468,0.546156686,0.27594254,0.253586656,1.366830586,0.664167555,0.225614551,0.360686427,0.39435708,0.540684576,0.259255678,0.541744961,,,,,,,
Q9ULC5,0.154729254,0.167300171,0.106583477,-0.051685374,0.104865079,-0.178326601,0.130152584,0.044966108,-0.137228228,-0.134381239,0.233837276,0.393075342,-0.049650135,0.085111469,-0.027672164,-0.352933744,0.252531027,-0.7249394,-0.814702957,0.244422757,0.042050703,0.479680697,1.153244829,0.359927703,-0.559234778,-0.030499529,-0.279344307,0.200144003,-0.480645517,-0.699391576,,,,,,,
Q9ULZ3,-0.333566735,-1.117219781,-1.082783613,-0.638168665,-1.190385039,-0.355997884,-0.248650299,-0.140938534,-0.195479485,-0.373282925,-0.26922678,-0.318059141,-0.083442899,-0.414716515,-0.010033931,0.024489635,0.155103371,0.035011899,-0.02727503,0.085292265,-0.149814174,-0.795904472,-0.138989186,-0.794499595,-0.504706417,-0.056273765,0.258341267,0.835753061,-1.035318717,-0.052944606,,,,,,,
Q9UNF0,-0.536384227,0.118787059,-0.325464749,-0.37741746,-0.192535981,-0.05973146,-0.132705827,-0.166117703,-0.126720568,-0.183837001,0.009094943,-0.130842917,-0.368308795,-0.500748858,0.095386233,-0.414779471,-0.011526136,-0.29351017,-0.219969171,0.025022666,-0.553454581,-0.533552478,-0.370452349,0.057715185,-0.697046248,-0.232792337,-0.351489853,0.309200409,-0.70002281,-0.18878257,,,,,,,
Q9UNN8,0.179833103,-1.441320591,-0.822715539,-1.114476712,-0.714718709,-0.88151296,0.002822673,-0.081724166,-0.55963301,-0.612775738,-0.12353387,-0.629190447,-0.21047429,-1.242469279,-0.300809203,7.018155474,0,-7.271510374,-0.649841489,-1.749607705,-1.576038295,0.804450253,-1.598373691,-0.105720018,-0.337409927,0.385320103,-1.33287584,-6.208216808,-8.321307722,0,,,,,,,
