Protein,A/N 1,A/N 2,A/N 3,A/N 4,A/N 5,A/N 6,A/N 7,A/N 8,A/N 9,A/N 10,A/N 11,A/N 12,A/N 13,A/N 14,A/N 15,A/N 16,A/N 17,A/N 18,A/N 19,A/N 20,A/N 21,A/N 22,A/N 23,A/N 24,A/N 25,A/N 26,A/N 27,A/N 28,A/N 29,A/N 30,,,,,,0,0
Q96AG4,0.731946206,-0.139956928,-0.209577799,0.649245669,0.895394863,0.194944977,0.093983851,-0.074284432,0.077615052,-0.004748376,0.060679088,-0.096352666,-0.255728458,0.151312247,0.084004382,1.433488756,0.665154628,0.490434467,0.29607088,0.432663908,-0.139177843,0.368568615,1.487978486,0.422329984,0.23723678,-0.636475215,0.483622943,0.275537068,-0.097109529,0.629860163,,,,,,,
Q96BQ1,0.093368566,-0.355003068,0.486788926,-0.257152252,-0.644954448,0.374457241,0.109381544,-0.084334848,0.197695413,-0.034476048,0.277963266,0.539327866,0.203274598,-0.533093236,-0.099992772,-0.544048033,-0.370294598,-0.554683978,0.456637138,0.59626884,-0.056045136,-0.518283299,-0.234555409,-1.289418168,0.236184887,0.790224968,-0.640937535,-0.362856616,-0.639926485,-0.282627641,,,,,,,
Q96C19,0.291693045,-0.17610716,0.029304926,-0.171482537,0.483440313,-0.119066665,-0.119786853,0.134070115,0.062424066,-0.239164764,-0.113311023,-0.311364428,-0.264832001,0.146649539,-0.117454715,-0.059980737,-0.253452086,-0.058539397,-0.004807443,0.10539129,-0.366982114,-0.305747882,-0.446960279,-0.506635426,-0.299898563,0.013497768,-0.120365657,0.128302908,0.283237625,-0.221002443,,,,,,,
Q96C23,-0.120041637,-0.362989019,0.300745594,-0.513565493,0.09727811,-0.139506344,-0.006120048,-0.050931098,0.018146581,0.159520909,-0.041186876,-0.059009041,0.180568237,-0.177575075,-0.050986603,-0.169728147,0.136522792,0.009794355,-0.261662546,0.251961072,0.139942568,-0.091471409,0.309620854,-0.217988703,0.027010861,0.344975186,-0.338731487,0.407175292,-0.874349856,0.121187864,,,,,,,
Q96C86,0.150348064,0.717725636,0.19237518,0.160764295,0.132465923,0.02238597,0.065380428,0.094280343,0.039921803,0.443515985,0.332225983,-0.042790589,-0.15946524,-0.039424284,0.300894549,0.465034393,0.933227358,-0.244333529,0.513806284,0.453743817,0.038447718,0.238209117,0.36744061,0.11665285,-0.061345221,0.467780845,-0.097259947,0.777708341,-0.198510789,0.145990873,,,,,,,
Q96CX2,-0.156287704,-1.562818652,-0.690360878,-0.741987225,-1.518456394,-0.264879264,-0.318426777,-0.439515223,-0.454604659,-0.266059199,-0.489550811,-1.03981212,-1.182941382,-1.341582416,-0.009056827,-0.258857041,-1.490976022,-0.549288829,-0.192779728,-0.872443673,-0.63573897,-0.018640257,-0.913706963,-0.391337325,-0.706278862,-1.056598462,-1.05742301,-0.045754226,-0.383602596,-0.79530093,,,,,,,
Q96DG6,0.082911437,-0.202141062,-0.195692366,-0.406165542,0.243049809,-0.004203974,-0.060442416,-0.030237239,-0.259563714,-0.101184635,-0.045815728,0.137117857,0.056970543,-0.68344904,0.025115918,-0.062645156,-0.540753151,0.406878658,-0.619288864,-0.986484891,-0.482423519,-0.806259485,-0.103932203,-0.838901114,0.120656893,-0.565898499,0.001063683,0.089270705,-2.498087602,-0.823768288,,,,,,,
Q96EP5,-0.126426804,0.028594737,-0.237062366,0.131017856,-0.275437238,0.103483058,-0.036954715,-0.167553881,-0.077953523,-0.070729472,0.047003339,0.166878362,0.277808713,-0.160803136,0.096813527,0.731108099,0.337391819,0.034662785,0.74368248,0.047342861,0.308811114,-0.070845671,0.075813835,0.344190327,0.433361384,0.059702873,0.206845852,0.266526966,-0.032517658,-0.208172372,,,,,,,
Q96FQ6,-0.523565147,0.704441487,-0.193232553,-0.520205748,0.864566978,-0.153749846,0.011820151,-0.319899571,-0.076433957,-0.173797759,-0.061948097,-0.274121325,0.48544969,-0.479937956,0.073315092,-0.038252739,-0.212494488,0.014165552,-0.318415712,0.566929501,0.045938701,-1.102219927,0.079134106,-0.315201588,-0.202346922,-0.34463074,-0.675958871,0.210610652,-0.38228811,-0.467132085,,,,,,,
Q96G03,-0.084434536,0.575528147,0.535239557,0.009842222,0.774577344,0.295296256,0.126045547,0.08896962,0.230644083,0.335063368,0.100723424,0.217821619,-0.159190623,0.020220205,-0.133018814,0.581846913,0.584912994,0.773813578,-0.019887633,-0.062491313,0.442472299,0.514163448,0.061244985,0.596161094,0.473174906,0.449529718,-0.124311819,-0.911014187,0.071768689,0.808936383,,,,,,,
Q96HE7,0.670715995,1.043784283,0.142051411,0.145627055,0.664611928,0.226625928,0.13158724,0.05715338,0.19021191,0.080060656,0.029962828,0.475872553,0.274712907,0.210005534,0.026596175,1.351009872,1.34454863,0.57263075,-0.539149019,0.998269155,0.031253673,-0.638871005,1.202017918,0.98022242,0.310967859,0.66166223,0.545628476,0.340548583,0.258793454,0.554140951,,,,,,,
Q96I99,-0.300118845,-0.520752681,0.536355597,-0.053332995,-0.733813444,-0.097455797,-0.051926885,-0.149485009,-0.278075629,-0.192621725,-0.30775704,0.087227635,0.123797814,-0.05202125,-0.016174862,-0.089852897,0.053205201,0.012048513,-0.062408242,-0.374977205,0.14482208,0.391319901,0.451556049,-0.516909359,-0.345410282,0.4388827,-0.561255136,-0.329904839,-0.602910504,-0.405839261,,,,,,,
Q96IJ6,-0.062325579,-0.418501646,0.123768678,-0.230576139,-0.01243682,-0.003425026,0.152375215,-0.225186271,-0.119715599,0.35101472,-0.547937316,-0.504491463,-0.765319826,-0.32858194,-0.213715643,-0.250985832,0.461970408,0.040348771,0.131963987,0.128336351,-0.242735599,-0.289385924,0.032853049,-0.524285615,0.099308804,0.237065119,0.157168027,0.02989616,0.463529369,-0.632576911,,,,,,,
Q96JQ2,-0.261932691,-0.594115003,-0.249242096,-0.779655872,-0.421944105,-0.389692031,0.001214203,-0.196810208,0.12621825,-0.178976076,-0.199681334,0.173223783,-0.341987195,-0.326384537,-0.109647036,0.280151162,-0.163981151,-0.775350824,0.280570293,0.486352493,-0.528317904,0.488370279,0.536283535,-0.470593877,-0.010684775,-0.263965681,0.109330692,-0.523499461,-0.46884966,-0.568929999,,,,,,,
Q96KP4,0.254110149,0.232421255,-0.025815174,-0.006577055,0.070310255,0.008553715,0.028807008,0.042930233,0.178503272,0.045416647,-0.127829095,0.459032085,0.063896806,0.164469742,0.105301962,0.291385167,0.292745204,-0.416602347,0.12095321,0.379209221,0.289244459,0.138914112,0.417542863,-0.373715754,-0.025455651,0.576883679,-0.296114486,0.397675559,-0.502694081,0.283160821,,,,,,,
Q96PK6,0.269151203,0.306536493,-0.485982776,0.208072589,-0.159720348,0.16359369,0.154364038,0.072862896,0.160132815,0.251643821,-0.105708776,0.049207282,0.209607894,-0.202555092,-0.039010026,0.011530093,0.334255274,0.233957415,0.201902294,0.350326969,0.808049303,-0.1495364,0.34418743,0.394923054,-0.091900964,1.073643509,0.200229253,0.068711857,0.822378078,-0.294913047,,,,,,,
Q96Q11,0.081404488,-0.143030443,0.182115561,-0.234238098,-0.96876773,-0.266349376,0.158546919,0.137838587,0.179885874,0.210628988,0.139643062,0.143954849,0.31999682,0.488864358,-0.145346134,0.473690977,0.119523915,-1.346894965,-0.550850669,0.356538847,0.736511626,0.651710211,-0.513592597,-1.444956616,-0.937193694,0.872689735,0.152320221,0.477374547,-0.303832281,0.050994393,,,,,,,
Q96QK1,0.180857414,0.496414598,-0.520756084,0.011957474,0.698181926,-0.065025756,-0.011971142,-0.089602969,0.045513373,0.067259858,0.027151372,0.243053471,0.037992189,-0.076685581,0.045823029,0.260221755,0.346235639,0.287207659,0.06630167,0.16994988,0.299512002,0.27928667,0.572052204,0.718205122,0.632333236,-0.032485278,-0.008914752,0.158877663,0.090192928,0.039737854,,,,,,,
Q96SQ9,0.214098993,1.023444053,1.107210041,0.284742697,2.073948335,0.103990787,0.347798465,0.169792465,0.804607114,0.647220411,0.764153255,0.711856603,1.024844993,-0.674300017,0.124286577,1.190410163,1.651065582,0.992779753,0.723016885,1.997542343,0.972867111,-1.50597758,2.280976839,0.95960008,7.84469727,1.664466794,0.328414209,-1.022677738,0.428965532,1.168739225,,,,,,,
Q96TA1,0.285495738,0.380291373,0.118601119,-0.031052095,0.203474423,0.112913335,0.177702052,0.0564597,0.048478461,0.160053609,-0.106054779,-0.008191245,0.228441083,-0.028201052,-0.037412234,0.280294972,0.49626025,0.136195805,-0.371530213,0.284619402,0.038426186,0.643634621,-0.437409992,-0.176966925,0.182407704,0.249080664,-0.48611034,-0.031826662,0.282005398,0.015303534,,,,,,,
Q99436,0.314745886,0.506274823,0.115618337,0.212108843,0.766710818,-0.165950285,0.145949898,-0.181323403,0.047956098,0.217591031,0.04721607,0.150297242,0.063221381,0.36470369,0.060553697,0.265748702,0.548300789,-0.200638971,-1.001089244,-0.149162895,-0.118412585,0.340125579,0.892531336,0.481179574,0.517242393,0.604161658,0.286016267,0.354159461,0.653566207,-0.03133829,,,,,,,
Q99460,0.294849478,0.347476214,-0.109941581,0.193296485,1.055845,0.261455692,-0.014082421,-0.009719938,0.024069802,0.097745438,0.103735321,0.117275105,-0.053052485,0.136225247,0.000182317,0.469231116,0.146898283,-0.011664597,-0.028354222,0.191095514,-0.038638723,-0.048079159,0.180252791,-0.299846069,0.217264884,0.713214584,-0.0357709,-0.121800075,0.441345498,-0.704333646,,,,,,,
Q99497,0.220690786,0.285370216,-0.079959921,0.195754664,-0.203885866,0.088420617,0.140689925,-0.074794573,-0.021526636,0.144112888,-0.002179492,-0.191474434,0.089213403,0.235773665,-0.02892741,-0.368687094,-0.47120134,-0.243294393,0.805836273,0.111843273,-0.433323184,-0.103116899,-1.136528055,-0.171692114,-0.046088488,0.053124516,-0.410462125,0.271843191,0.034699318,-0.027134832,,,,,,,
Q99536,-0.602944759,0.546455233,-0.084362919,-0.61736854,-0.186056729,-0.059368017,0.098107565,-0.123769433,-0.112760943,-0.158431148,0.135044372,-0.474854807,-0.286050571,-0.370751774,0.104322476,-0.470839202,-0.340581439,-0.869711313,-0.049514415,-0.53666453,-0.558602621,-0.35127324,-0.682491077,-0.214234556,-0.258722079,0.13747715,-0.34271172,-0.444646425,0.164688992,-0.837865968,,,,,,,
Q99584,-0.122176815,0.617142637,0.117709902,0.163803303,1.450736798,0.002558577,-0.096266807,-0.028485337,-0.227603127,-0.020742389,0.113980117,0.011997923,-0.142723703,-0.186101806,-0.280955756,0.400157322,1.171289498,-0.055865284,1.721086757,0.424196728,0.324972582,0.190756755,0.526549005,0.347465298,1.252062076,-1.234993824,-0.012437462,0.207302318,-0.248326899,0.743499016,,,,,,,
Q99614,0.363298659,0.227147251,-0.299873834,0.005195477,-0.188449812,0.023783373,0.268462262,-0.171196569,-0.133887593,0.348251626,-0.282521208,-0.201984508,0.180150693,-0.264734824,-0.250711594,0.500968525,0.104099946,-0.640213667,-0.582133924,0.427493728,-0.225860491,-0.078390937,-0.384168925,-0.458816794,0.333042051,1.014243933,-0.017102844,0.191942641,0.172624872,-0.237933658,,,,,,,
Q99623,0.104178611,-0.698898842,0.58634721,0.266897904,-0.444870408,-0.167446348,0.071184132,-0.098235127,0.015199268,0.018241451,0.095378008,-0.189205658,0.14113357,0.165106943,0.0452246,0.659696196,0.231969054,-0.199045364,0.233724828,0.093444143,0.024633542,1.245151882,1.040892576,0.0776448,-0.137383557,0.835364757,-0.072744004,-0.453354509,-0.3228265,-0.256238318,,,,,,,
Q99714,0.00597345,-0.64517068,0.702988004,0.264243785,-0.576622255,-0.067424505,0.192334055,0.024720636,0.016753437,0.382729157,-0.16032271,-0.126103372,0.124693982,0.096891151,-0.178271921,0.030538622,0.312619592,-0.249373252,0.275976,-0.079591766,-0.04723378,0.367739315,-0.605522116,0.051242936,0.086143775,0.803286123,-0.21615914,-0.182119139,0.254116102,0.042934136,,,,,,,
Q99795,-0.539821686,-0.314587991,0.445808401,-1.138169807,-0.429890239,-0.146074843,0.016242292,-0.170735037,0.070486151,0.121686536,0.454449395,0.374246285,0.21208305,-0.430321544,0.008805508,0.423032469,0.778447924,-0.211908885,0.020279661,1.035003907,0.526116834,0.136743725,-0.189500243,-0.600253246,-0.040562048,-0.426687523,-0.605685096,0.176025396,-0.708265777,-0.215345148,,,,,,,
Q99832,0.027077512,0.386839186,0.058925011,0.270070762,0.154221802,0.058819667,0.113849619,0.012949107,0.060169801,0.126694236,0.018327543,-0.086780471,0.184482403,0.163524299,0.117531781,0.566444405,0.648723671,0.282827058,0.397711098,0.384868142,0.206547661,0.019877376,0.198712733,0.279470864,0.095082847,-0.417980361,0.081230217,0.495877655,0.240327105,-0.031908948,,,,,,,
Q99959,-0.079946663,-0.376383283,0.004009206,-0.407753771,-0.837895597,-0.153690505,0.012016411,0.046350482,-0.149259113,-0.139339801,-0.272321264,0.460667297,-0.032020141,-0.303389077,0.048656006,0.597639368,0.537621876,0.587057251,-0.347922846,-0.044934647,0.143360675,-0.059371275,0.179216773,-0.122077803,-0.270551199,0.355562655,-0.570899977,0.27232732,-0.904103587,-0.122521114,,,,,,,
Q9BQG0,0.406950943,0.443026343,0.702480594,0.224883135,0.515189672,0.434307232,0.661335978,0.17681032,0.242796018,0.167087554,-0.098867131,0.123403965,0.272584968,0.306839726,-0.126670381,0.279780118,0.108543966,0.999430135,0.27758106,-0.798741351,-0.403532525,5.851809137,0.028156937,-0.122873023,-1.657474742,5.605574256,-5.251099798,-0.25211403,0.376303,0.724429486,,,,,,,
Q9BRA2,0.089852987,0.251676908,-0.430164011,-0.112824556,-0.626000035,-0.150164509,0.018188275,-0.135484249,0.017965935,-0.042619212,-0.021922741,0.191024353,0.195084354,-0.187488071,-0.276436671,0.257430559,0.411493606,-0.176849185,0.431599389,0.820576229,0.042445027,0.360531623,0.155338045,-0.244563186,-0.074420245,0.321310886,-0.009190294,0.911020908,0.104912485,-0.363210403,,,,,,,
Q9BRG1,-0.076896349,1.018152226,0.577947051,0.471630923,0.694534246,-0.126586245,0.204015321,-0.086292205,0.026682505,0.273760852,-0.021019248,0.052557223,0.263799233,-0.251402039,0.10593626,0.326134703,0.966103106,-0.014305399,0.285392389,0.495440654,0.302151056,-0.120522341,0.955598506,0.396898692,0.625498335,0.309773619,0.452673565,0.174320001,-1.305546526,-0.462266303,,,,,,,
Q9BRJ7,-0.055710304,-0.534974563,-0.247473308,0.483272032,0.605465885,0.094590766,0.338134225,-0.030342178,0.21423917,0.565534219,0.302195232,0.197972305,-0.257457757,0.458793708,0.028512898,7.748050194,-0.160014572,-0.911843037,0.830465379,0.692180182,-6.68847415,0.584770063,-0.008512538,0.113977178,0.856124317,-0.332647335,-0.962249221,6.041973262,1.41862047,-6.224133419,,,,,,,
Q9BRP8,0.235047773,-0.186937995,-0.697444284,-0.307226134,1.583184744,-0.071997084,0.267865986,0.005864015,-0.021758256,0.189505661,0.154041375,0.372835786,-0.040829789,0.157193692,-0.256038983,0.452092154,1.096571337,-0.256021426,-0.678191979,0.565981621,0.300694255,-0.693044204,-0.031238162,-0.084832875,-0.009899355,0.834658904,0.023911224,0.21960699,-0.091910244,-0.064276824,,,,,,,
Q9BS26,0.539277279,0.319286232,-0.374890909,0.477972283,0.602591117,0.00065338,0.045163585,-0.031466657,-0.028610509,0.17004231,-0.180662979,-0.124468897,-0.1688461,0.079300243,0.088290569,0.574254538,0.198708445,-0.268813184,0.419453435,0.676327744,-0.000933151,0.074029806,0.285605567,-0.46960382,0.941385528,-0.513746344,0.145284413,0.425175196,-0.11212565,0.197830461,,,,,,,
Q9BS40,0.190466822,0.646279439,-0.024080384,-0.027265772,1.282249896,0.610989178,-0.283984871,-0.008175058,0.343794031,-0.09460754,-0.089631889,0.300483177,-0.297623509,-0.165286614,-0.111874632,0.592190268,1.106112454,0.053706553,0.19380207,0.337453334,0.166305852,0.783024065,0.313735603,-0.537875616,0.772301938,-0.31428303,-0.29510059,-0.066288234,0.183430533,-0.284100834,,,,,,,
Q9BSH5,0.118689189,-0.188390963,0.156956578,0.028942386,-0.419302486,-0.162977135,-0.052078188,0.096677645,0.293024684,-0.012734909,0.229479797,0.05186201,0.140162749,0.166773814,-0.12352233,0.073529168,-0.134307155,0.290843574,0.135254341,0.01501028,-0.141467133,0.589710091,0.596604911,-0.049451351,-0.963927626,0.563399711,-0.187663816,0.010275898,-0.085832963,-0.046599827,,,,,,,
Q9BSJ8,-0.095323873,-0.265578862,-0.304725595,-0.145795146,-0.538661815,-0.108553661,0.05969179,0.122896657,0.067906324,-0.036718139,0.631272255,0.090264296,0.081811865,0.185852277,-0.132515634,0.486269375,0.339166723,-0.388022934,0.076694788,-0.16497812,0.472672161,0.045052598,0.298504552,-0.350097186,0.282586706,0.741388051,-0.061799033,-0.082691584,-0.192168052,-0.695208577,,,,,,,
Q9BUT1,-0.549047974,0.303069556,0.274103372,-0.476839135,-0.88149113,-0.108956389,-0.189785172,0.089727435,-0.181556768,0.027039347,-0.207496451,-0.104779479,-0.234148438,-0.141334086,0.019490134,0.056891608,0.627060564,-0.007785224,0.325603126,0.116756906,0.358941924,-0.093952919,0.290357933,-0.38590561,-0.019758485,0.23957134,-0.18886554,0.024104271,0.084141297,-0.097043884,,,,,,,
Q9BV20,-0.062769792,0.378139571,-0.45899807,-2.785356236,2.572084616,-0.545254551,0.176033157,-0.121856935,0.195530089,-0.054955084,-0.120495775,-0.205897529,0.233681231,0.357873263,-0.127188013,-0.131504263,0.847586141,-0.158797181,-0.303653986,0.539761988,0.00836168,-0.618961486,-0.070642318,-0.436526714,0.118279613,-0.498085299,0.442473954,0.4562006,0.797011025,-0.480722807,,,,,,,
Q9BVG4,0.129544952,0.603396443,0.265868097,-0.177864802,0.101741872,0.079961492,0.003404559,0.083229198,0.038120121,-0.206286804,-0.160691839,0.253095956,0.263289142,-0.134964332,-0.18719012,0.746527713,1.759034243,0.769499174,1.633467827,0.917629493,-0.098677837,1.084307563,-0.09141999,-0.865260393,0.052448455,0.107213054,-0.444311274,-0.195326415,0.930569389,-0.029936487,,,,,,,
Q9BWJ5,0.501732904,0.392690099,-0.144660843,0.386815087,0.318519108,0.297332824,-0.235416522,0.089808796,0.176416037,0.097222864,0.20765128,0.178368584,0.028389153,0.286794795,0.252767525,0.153054664,0.417791149,0.102764279,0.189459268,0.243796991,0.429095696,-0.574334404,0.646974697,0.039761527,0.113277684,0.698568355,-0.108987719,0.402490119,0.279068825,0.041031586,,,,,,,
Q9BX66,-0.348273414,-1.580654317,-1.025349598,0.048049406,-1.512352727,0.08312352,-0.135462282,-0.034474756,-0.084723674,-0.16738376,-0.186422208,-0.681419626,-0.299788193,0.000961839,-0.066033434,-0.684459864,-0.554404203,-1.089546131,-0.183756467,-1.277451247,-0.076762694,0.275432942,-0.283519775,0.286033076,0.177534006,-0.559069239,-0.533174149,-0.919253115,-1.011113583,-1.432764638,,,,,,,
Q9BX68,0.270900116,-0.268879731,0.562184616,-0.11954656,-0.749394439,0.026318931,0.120702988,-0.056709809,-0.164862052,0.021690673,-0.025936754,-0.042504119,-0.335623967,0.149288791,-0.060807696,-0.34120522,-0.761311247,-0.620963487,0.06427573,-0.322223847,0.016699045,0.486449636,-0.750517425,-0.917126254,-0.880929312,0.647695915,-0.196247261,-0.331205897,-1.047534654,-0.447458084,,,,,,,
Q9BXP5,0.12842712,0.144130762,0.312489077,0.174506603,0.155539375,0.10680163,-0.03701511,0.103237257,0.038604566,0.21882243,0.249139991,0.192170246,0.21397941,0.148772591,0.082110865,0.772822028,1.183153151,0.738360612,0.027162496,0.238213017,0.353362514,-0.357504094,0.425906403,0.135014784,0.108613536,0.123380614,0.570141588,0.037992106,0.126029994,0.080183514,,,,,,,
Q9BXW7,0.34185969,-0.126587986,0.574132849,0.131528044,-0.685404914,0.139231333,0.295559652,-0.009859435,0.067816204,0.413003282,0.218179394,0.341093892,0.498854338,-0.08242716,0.000791483,-0.151747702,0.420654587,-0.460302459,-0.483681231,-0.405367222,-0.270778287,-0.782021119,-0.543728879,0.072135542,-0.10076772,-0.18264223,-0.679489079,0.179414529,-0.35366869,-0.146250329,,,,,,,
Q9BYZ8,0.81845996,1.410477005,1.964286523,0.151291431,2.862038935,1.061952659,0.374230188,0.284866571,0.99927429,0.990168385,1.622126053,1.180216015,-0.549283642,-0.013129821,-0.330372456,1.634695874,0.512957002,2.137313238,0.568193332,1.611542364,0.956109521,0.501659114,1.037153265,-0.091760567,1.769467037,0.837473229,0.004821798,0.920457649,0.575612833,-0.196878904,,,,,,,
Q9C002,-0.93145901,-1.826004457,0.219916771,-1.220889126,-0.635324387,-0.128878062,-0.157083883,-0.061418422,-0.36714563,-0.838982841,-0.615597939,-0.449785822,0.04776776,-0.689935211,-0.095129852,-0.398436421,-0.740629438,0.300829565,-0.503423033,-1.196595771,-0.923051218,0.211003863,-0.877507441,-3.34905327,-0.156415346,-0.052500577,-1.277312211,-0.663903705,-0.802911219,-0.953882858,,,,,,,
Q9C0C2,-0.248891551,0.787217745,0.160833019,0.304984183,0.005260976,0.411153843,0.015892435,-0.082585436,-0.012840501,0.22005896,0.004725195,0.115023351,0.139676697,0.146846941,0.047502919,-0.31039496,-0.089787278,-0.690166957,-0.196658483,0.558927683,0.454857595,-0.396085407,0.473526361,-0.101477641,0.147762446,0.6848581,-0.151574801,0.036489149,0.267759677,-0.242702218,,,,,,,
Q9H0R4,0.010081483,0.187419805,-0.064693017,-0.359569798,-0.503331116,-0.031329503,0.071534644,-0.322379843,-0.039212729,0.182387803,-0.276023907,-0.082437786,0.45262929,-0.438417712,0.115698225,0.436560656,-0.501570998,-0.375508246,-1.430114795,-0.692158334,10.30804298,0.677235499,-1.44341151,0.087705524,0.089811756,-0.428366099,5.514630821,0.199254887,-1.090533455,0.034743016,,,,,,,
Q9H0W9,0.281025285,0.900506255,0.103586193,-0.221304071,-0.028156729,-0.008372492,0.364678997,0.049608819,0.147266775,0.272110887,0.335347971,0.091588224,0.073904859,0.155215527,0.084692113,-0.225442448,0.30256168,0.100829086,-0.162872243,-0.055059046,0.260713059,-0.102268863,-0.131484681,-0.504597241,-0.483567953,-0.784009464,-0.52080828,0.135346359,-1.323739252,-0.017810118,,,,,,,
Q9H3G5,-0.727060989,-0.790758978,-0.403061963,-1.288659795,-1.067293809,-0.350267661,0.009589728,-0.560701915,-0.238780109,-0.318391883,-0.774916435,-0.492133085,-0.381610064,-1.132967784,0.247471225,-0.798320048,-0.223155375,-0.862267287,-0.578922188,0.046425736,-1.033333834,-1.108126604,-0.592597284,0.259505172,-0.324163946,-0.138890944,-0.36475666,-0.362809219,-0.455277869,-0.479668589,,,,,,,
Q9H3N1,0.540568103,-0.344458067,-0.328821179,-0.169584319,-0.201911972,-0.056589561,-0.195707367,0.025606149,0.020862082,-0.259889167,-0.23795903,-0.214691206,-0.325275608,0.013673959,-0.135017912,7.217555658,0.296798349,-0.152906425,-0.401616022,-0.019814486,-0.004929982,0.108866838,-1.443901673,-6.834465468,-0.003849291,-0.727029625,0.050944378,-0.291732938,-0.072967813,-0.183823006,,,,,,,
Q9H3P7,0.244600341,0.678696453,-0.010342801,-0.085909033,0.551396506,-0.083211316,0.081771018,-0.182520913,0.002323849,-0.161495526,-0.047945107,-0.16364926,-0.100303891,-0.052602053,0.165168226,0.328136001,0.453918407,-0.24207643,0.249976793,0.33483644,0.098317214,-0.016949507,0.965653068,-0.193765497,0.12077703,-0.500547678,-0.026990793,-0.032738946,-0.743174473,-0.126201808,,,,,,,
Q9H3R2,-0.022709642,-0.188075595,-0.639225737,0.027633307,-0.985817754,0.026049354,-0.169752621,0.012763558,-0.251150667,-0.10883026,-0.178482945,-0.223675324,-0.110444932,0.370961845,0.004507516,-0.367869108,-0.293934732,-0.317775135,-0.710614389,0.394843873,-0.258009765,0.456770729,0.142455693,0.1305393,0.002795451,0.823631531,-0.135225431,-0.123243026,0.165198675,-0.35658356,,,,,,,
Q9H444,0.04828056,-0.32322085,-0.430202224,-0.279416349,-0.267395657,-0.223939459,-0.052614588,0.217871475,0.061136226,-0.002232183,0.070607189,-0.129380554,-0.49494606,0.029133038,0.405303637,0.270022788,0.469646975,-0.443877602,-0.223569268,0.266621156,-0.053174299,-0.532228759,-0.036502272,-0.208386817,-0.284332559,0.633573173,0.026082918,-0.056339952,-0.224589026,0.282795284,,,,,,,
Q9H488,0.334832529,0.104910978,-0.048299253,0.371108663,0.344718468,-0.212189856,-0.082237342,0.084733712,-0.262464578,-0.046965064,0.022214761,0.440987605,0.038189247,0.479528033,-0.00580902,0.289444126,0.600540702,-0.767742421,0.113373705,0.643359945,-0.249947687,0.730909771,0.994974708,7.421731619,0.11164687,-0.409412836,-0.0162815,-0.860069422,-5.920168925,6.374324847,,,,,,,
Q9H773,-0.02789851,-0.143526846,0.306084985,0.061164512,-0.136786078,-0.251848879,0.448977013,0.278918125,0.122093241,0.67401727,0.261993915,-0.013205499,0.094720596,0.361470798,0.123714326,0.597245915,0.685585489,1.229649109,0.123091821,0.615970806,0.396484856,-0.325038616,0.610675523,0.111942469,0.406785928,0.873716279,0.462520028,0.358207301,-0.551699231,-0.362640785,,,,,,,
Q9HAB8,-0.211616641,-0.161007604,0.123749333,0.253127942,0.652755452,-0.137384586,0.042198682,-0.090807341,-0.126787668,0.432956858,0.473814592,0.129608816,-0.042707153,0.243314656,0.141065863,0.347723875,-0.14359815,-0.293901172,-0.498857278,-0.149030415,-0.180841308,0.180778109,0.00369811,0.108563783,0.383623312,0.084352712,0.197825078,0.314314265,0.662413233,-0.544542589,,,,,,,
Q9HAT2,-0.962361517,-0.664662227,-0.441384274,-0.496588259,-1.077901669,-0.273198402,-0.149020539,-0.046559276,-0.387453428,-0.671952853,-0.637187053,-0.436993468,-0.04690526,-0.532210368,0.142158634,-0.178230315,-0.517693908,0.120024915,3.636383426,0.094947456,-1.09558293,-0.925310521,-0.73064663,-0.029597078,0.160711842,-0.015442872,-1.243154965,0.021215605,-1.226800236,-0.748719073,,,,,,,
Q9HB40,-0.40160318,-0.590311856,-0.498714881,-0.776901736,-1.125096681,-0.712596507,-0.201514042,-0.174784989,-0.245251606,-0.230268958,-0.318293292,-0.862100271,-0.315037361,-0.662002638,-0.203232131,-0.664288663,-0.228126894,-2.859831471,-0.905596588,-1.147345293,-1.938922547,-0.899163351,0.160467462,0.027770195,-0.079827059,-0.646130783,-0.674345501,-1.110669901,-0.634318888,-1.362816337,,,,,,,
Q9HC38,0.15485254,0.674394825,0.46455481,-0.111169774,0.48714842,0.175286768,0.149353574,-0.00856186,0.133090974,0.10918279,0.120437563,0.049211479,0.020819312,0.07711297,0.203224618,0.164427239,0.597916144,0.15050637,0.249892434,0.49256029,0.483777633,0.086946967,0.301137962,-0.236297122,0.1004222,0.104177741,-0.025746302,0.233857032,-0.479304806,-0.405727489,,,,,,,
Q9HCC0,0.301627336,-0.232161502,0.626877618,0.334631374,-0.450076067,-0.051522669,-0.065232101,0.014027397,-0.098894856,0.237737542,0.150821962,0.255814843,0.418263515,0.019747074,-0.026205247,0.482801755,0.437251986,-0.094168277,0.179203935,-0.013515009,-0.045976578,0.298302284,0.371128381,-0.020055217,-0.086507277,0.63343751,-0.267212305,-0.09333138,-0.26207658,0.361700793,,,,,,,
Q9HDC9,0.024878864,0.176717576,0.492559106,-0.099248421,0.2070725,-0.170141036,0.045675444,0.017071818,0.099449852,-0.074797823,0.006479686,-0.269151669,-0.080134885,0.073809716,0.044264599,0.921443254,-0.294972575,-0.390333642,0.274249472,-0.033871838,-0.463428275,-0.409556088,-0.077676079,0.0638754,-0.111060134,0.242404794,-0.226836008,0.030414828,0.238331107,-0.003434163,,,,,,,
